CAS Number,Chemical Name,Chemical Analysis,Test Method,Exposure Type,Media Type,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc Min 1 (Standardized),Conc 1 Max (Standardized),Effect,Effect Measurement,Chemical DTXSID,log_LC50
634673,"2,3,4-Trichloroaniline",Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.56,,,Mortality,Mortality,DTXSID2022098,0.5514499979728752
634673,"2,3,4-Trichloroaniline",Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.64,,,Mortality,Mortality,DTXSID2022098,0.561101383649056
634902,"1,2,3,5-Tetrachlorobenzene",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.13,,,Mortality,Mortality,DTXSID1026089,-0.8860566476931632
634902,"1,2,3,5-Tetrachlorobenzene",Measured,Not coded,Static,Fresh water,Active ingredient,0.2,,,Mortality,Mortality,DTXSID1026089,-0.6989700043360187
635938,5-Chlorosalicylaldehyde,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.77,0.71,0.83,Mortality,Mortality,DTXSID7022099,-0.1135092748275181
645567,4-Propylphenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,11.0,,,Mortality,Mortality,DTXSID9022100,1.0413926851582251
645567,4-Propylphenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,11.0,10.2,11.7,Mortality,Mortality,DTXSID9022100,1.0413926851582251
653372,Pentafluorobenzaldehyde,Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.1,1.0,1.2,Mortality,Mortality,DTXSID4022101,0.041392685158225
654660,"4-Nitro-3-(trifluoromethyl)phenol, Sodium salt (1:1)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,9.14,,,Mortality,Mortality,DTXSID0074978,0.9609461957338314
683727,"2,2-Dichloroacetamide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,241.0,216.0,268.0,Mortality,Mortality,DTXSID8021561,2.3820170425748683
685916,"N,N-Diethylacetamide",Measured,Not coded,Renewal,Fresh water,Active ingredient,1500.0,1210.0,1860.0,Mortality,Mortality,DTXSID9020459,3.1760912590556813
693163,2-Octanamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.11,4.59,5.71,Mortality,Mortality,DTXSID4022103,0.7084209001347127
693163,2-Octanamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.28,4.85,5.75,Mortality,Mortality,DTXSID4022103,0.7226339225338123
693210,"2,2'-Oxybisethanol, Dinitrate",Measured,Not coded,Static,Fresh water,Active ingredient,491.4,447.2,564.4,Mortality,Mortality,DTXSID1024047,2.691435152144062
693549,2-Decanone,Measured,Not coded,Flow-through,Fresh water,Active ingredient,4.1,4.0,4.2,Mortality,Mortality,DTXSID9022104,0.6127838567197355
693549,2-Decanone,Unmeasured,Not reported,Flow-through,Fresh water,Active ingredient,4.1,,,Mortality,Mortality,DTXSID9022104,0.6127838567197355
693549,2-Decanone,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.7,5.4,6.0,Mortality,Mortality,DTXSID9022104,0.7558748556724915
693652,"1,1'-Oxybispentane",Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,3.04,2.95,3.14,Mortality,Mortality,DTXSID4022105,0.4828735836087537
693652,"1,1'-Oxybispentane",Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.14,,,Mortality,Mortality,DTXSID4022105,0.4969296480732149
693936,4-Methyloxazole,Measured,Not reported,Flow-through,Fresh water,Active ingredient,1390.0,1260.0,1530.0,Mortality,Mortality,DTXSID9022106,3.143014800254095
693981,2-Methylimidazole,Measured,Not coded,Flow-through,Fresh water,Active ingredient,286.0,267.0,307.0,Mortality,Mortality,DTXSID4022107,2.456366033129043
700389,5-Methyl-2-nitrophenol,Unmeasured,Not coded,Static,Fresh water,Formulation,47.0,,,Mortality,Mortality,DTXSID00220261,1.6720978579357175
700583,2-Adamantanone,Measured,Not reported,Flow-through,Fresh water,Active ingredient,60.8,51.7,71.6,Mortality,Mortality,DTXSID9022108,1.783903579272735
706149,5-Hexyldihydro-2(3H)-furanone,Measured,Not coded,Flow-through,Fresh water,Active ingredient,18.0,17.1,19.0,Mortality,Mortality,DTXSID4022109,1.255272505103306
708769,"4,6-Dimethoxy-2-hydroxybenzaldehyde",Measured,Not coded,Flow-through,Fresh water,Active ingredient,2.68,,,Mortality,Mortality,DTXSID3022110,0.4281347940287888
708769,"4,6-Dimethoxy-2-hydroxybenzaldehyde",Unmeasured,Not reported,Flow-through,Fresh water,Active ingredient,2.68,,,Mortality,Mortality,DTXSID3022110,0.4281347940287888
709988,"N-(3,4-Dichlorophenyl)propanamide",Measured,Not reported,Flow-through,Fresh water,Active ingredient,8.6,7.7,9.5,Mortality,Mortality,DTXSID8022111,0.9344984512435676
709988,"N-(3,4-Dichlorophenyl)propanamide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,8.6,,,Mortality,Mortality,DTXSID8022111,0.9344984512435676
732116,"S-[(1,3-Dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl]O,O-dimethyl ester, Phosphorodithioic acid",Unmeasured,Not reported,"Aquatic, unspecified",Fresh water,Active ingredient,0.46,,,Mortality,Mortality,DTXSID5024261,-0.3372421683184259
732116,"S-[(1,3-Dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl]O,O-dimethyl ester, Phosphorodithioic acid",Not reported,Not coded,Static,Fresh water,Active ingredient,7.3,4.676,11.395,Mortality,Mortality,DTXSID5024261,0.8633228601204559
732116,"S-[(1,3-Dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl]O,O-dimethyl ester, Phosphorodithioic acid",Not reported,Not coded,Static,Fresh water,Active ingredient,9.0,6.154,13.162,Mortality,Mortality,DTXSID5024261,0.9542425094393248
732263,"2,4,6-Tris(1,1-dimethylethyl)phenol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.0609,,,Mortality,Mortality,DTXSID2021311,-1.2153827073671246
756809," Phosphorodithioic acid, O,O-Dimethyl ester",Unmeasured,Not coded,Static,Fresh water,Formulation,23.5,,,Mortality,Mortality,DTXSID5027306,1.3710678622717365
759944,"N,N-dipropylcarbamothioic acid S-ethyl ester",Unmeasured,Not reported,"Aquatic, unspecified",Fresh water,Active ingredient,23.0,20.0,31.0,Mortality,Mortality,DTXSID1024091,1.3617278360175928
760236,"3,4-Dichloro-1-butene",Measured,Not coded,Flow-through,Fresh water,Active ingredient,7.17,,,Mortality,Mortality,DTXSID8022113,0.8555191556678001
760236,"3,4-Dichloro-1-butene",Measured,Not reported,Flow-through,Fresh water,Active ingredient,9.33,8.51,10.2,Mortality,Mortality,DTXSID8022113,0.9698816437465
761659,"N,N-Dibutylformamide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,89.3,82.1,97.3,Mortality,Mortality,DTXSID3022114,1.9508514588885464
764012,2-Butyn-1-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,10.1,9.13,11.1,Mortality,Mortality,DTXSID8022115,1.0043213737826426
764012,2-Butyn-1-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,10.1,9.13,11.1,Mortality,Mortality,DTXSID8022115,1.0043213737826426
764136,"2,5-Dimethyl-2,4-hexadiene",Measured,Not reported,Flow-through,Fresh water,Active ingredient,3.78,,,Mortality,Mortality,DTXSID3022116,0.5774917998372253
768945,"Tricyclo[3.3.1.13,7]decan-1-amine",Measured,Not reported,Flow-through,Fresh water,Active ingredient,25.0,22.6,27.6,Mortality,Mortality,DTXSID8022117,1.3979400086720375
769288,"3-Cyano-4,6-dimethyl-2-hydroxypyridine",Measured,Not reported,Flow-through,Fresh water,Active ingredient,157.0,103.0,238.0,Mortality,Mortality,DTXSID3022118,2.1958996524092336
771608,Pentafluoroaniline,Measured,Not coded,Flow-through,Fresh water,Active ingredient,37.1,,,Mortality,Mortality,DTXSID8022119,1.569373909615046
771608,Pentafluoroaniline,Measured,Not reported,Flow-through,Fresh water,Active ingredient,37.1,,,Mortality,Mortality,DTXSID8022119,1.569373909615046
780698,(Triethoxysilyl)benzene,Measured,American Society for Testing and Materials,Renewal,Fresh water,Active ingredient,18.43,,,Mortality,Mortality,DTXSID8044462,1.2655253352190738
786196,Carbofenthion,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.237,,,Mortality,Mortality,DTXSID7022120,-0.6252516539898961
786196,Carbofenthion,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.22,,,Mortality,Mortality,DTXSID7022120,-0.6575773191777937
791286,Triphenylphosphine oxide,Measured,Not reported,Flow-through,Fresh water,Active ingredient,53.7,50.8,56.7,Mortality,Mortality,DTXSID2022121,1.7299742856995557
793248,"N1-(1,3-Dimethylbutyl)-N4-phenyl-1,4-benzenediamine",Unmeasured values (some measured values reported in article),USEPA and STDMETH methods,Flow-through,Fresh water,Active ingredient,0.45,0.39,0.51,Mortality,Mortality,DTXSID9025114,-0.3467874862246563
811972,"1,1,1,2-Tetrafluoroethane",Measured,Other Method,Flow-through,Fresh water,Active ingredient,818.0,,,Mortality,Mortality,DTXSID1021324,2.912753303671323
813785,"Phosphoric acid, Dimethyl ester",Unmeasured,Not coded,Static,Fresh water,Formulation,18.0,,,Mortality,Mortality,DTXSID5025150,1.255272505103306
818611,2-Hydroxyethyl acrylate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,4.8,,,Mortality,Mortality,DTXSID2022123,0.6812412373755872
818611,2-Hydroxyethyl acrylate,Measured,Not reported,Flow-through,Fresh water,Active ingredient,4.8,,,Mortality,Mortality,DTXSID2022123,0.6812412373755872
818724,1-Octyn-3-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.413,0.37,0.46,Mortality,Mortality,DTXSID7022124,-0.384049948343599
818724,1-Octyn-3-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.413,0.37,0.46,Mortality,Mortality,DTXSID7022124,-0.384049948343599
821556,2-Nonanone,Measured,Not reported,Flow-through,Fresh water,Active ingredient,15.2,,,Mortality,Mortality,DTXSID2022125,1.1818435879447726
822866,"trans-1,2-Dichlorocyclohexane",Measured,Not coded,Flow-through,Fresh water,Active ingredient,18.4,,,Mortality,Mortality,DTXSID7022126,1.2648178230095364
829265,"2,3,6-Trimethylnaphthalene",Not reported,Not coded,Static,Fresh water,Active ingredient,6.7,,,Mortality,Mortality,DTXSID8061189,0.8260748027008264
831823,p-Phenoxyphenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,4.95,,,Mortality,Mortality,DTXSID2022127,0.6946051989335688
831823,p-Phenoxyphenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,4.95,4.55,5.38,Mortality,Mortality,DTXSID2022127,0.6946051989335688
834128,"N2-Ethyl-N4-(1-methylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine",Not coded,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,5.7,2.8,11.7,Mortality,Mortality,DTXSID1023869,0.7558748556724915
834128,"N2-Ethyl-N4-(1-methylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine",Not coded,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,16.0,9.0,18.0,Mortality,Mortality,DTXSID1023869,1.2041199826559248
868779,"2-Methyl-2-propenoic acid, 2-Hydroxyethyl ester",Measured,Not reported,Flow-through,Fresh water,Active ingredient,227.0,213.0,242.0,Mortality,Mortality,DTXSID7022128,2.3560258571931225
868779,"2-Methyl-2-propenoic acid, 2-Hydroxyethyl ester",Measured,Not coded,Flow-through,Fresh water,Active ingredient,227.0,,,Mortality,Mortality,DTXSID7022128,2.3560258571931225
868859,"Phosphonic acid, dimethyl ester",Unmeasured,Not coded,Static,Fresh water,Formulation,225.0,,,Mortality,Mortality,DTXSID5020493,2.3521825181113627
870724,1-Hydroxymethanesulfonic acid sodium salt (1:1),Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,100.0,,,Mortality,Mortality,DTXSID3027328,2.0
872311,3-Bromothiophene,Measured,Not coded,Flow-through,Fresh water,Active ingredient,6.19,5.65,6.77,Mortality,Mortality,DTXSID2022129,0.791690649020118
874420,"2,4-Dichlorobenzaldehyde",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.8,1.6,2.0,Mortality,Mortality,DTXSID1022130,0.255272505103306
882337,Phenyl disulfide,Measured,Not reported,Flow-through,Fresh water,Active ingredient,0.11,,,Mortality,Mortality,DTXSID6022131,-0.958607314841775
886862,3-Aminobenzoic acid ethyl ester methanesulfonate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,79.0,73.8,84.5,Mortality,Mortality,DTXSID6022133,1.8976270912904412
886862,3-Aminobenzoic acid ethyl ester methanesulfonate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,78.1,,,Mortality,Mortality,DTXSID6022133,1.8926510338773004
920661,"1,1,1,3,3,3-Hexafluoro-2-propanol",Measured,Not reported,Flow-through,Fresh water,Active ingredient,244.0,224.0,266.0,Mortality,Mortality,DTXSID1022134,2.387389826338729
924414,"1,5-Hexadien-3-ol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,38.1,33.4,43.3,Mortality,Mortality,DTXSID6022135,1.5809249756756194
924414,"1,5-Hexadien-3-ol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,38.1,33.4,43.3,Mortality,Mortality,DTXSID6022135,1.5809249756756194
927742,3-Butyn-1-ol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,36.1,33.6,38.8,Mortality,Mortality,DTXSID1022136,1.557507201905658
927742,3-Butyn-1-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,36.1,33.6,38.8,Mortality,Mortality,DTXSID1022136,1.557507201905658
928961,(3Z)-3-Hexen-1-ol  ,Measured,Not coded,Flow-through,Fresh water,Active ingredient,381.0,352.0,412.0,Mortality,Mortality,DTXSID6022137,2.5809249756756194
928961,(3Z)-3-Hexen-1-ol  ,Measured,Not coded,Flow-through,Fresh water,Active ingredient,381.0,352.0,412.0,Mortality,Mortality,DTXSID6022137,2.5809249756756194
928972,(E)-3-Hexen-1-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,271.0,,,Mortality,Mortality,DTXSID1022138,2.432969290874406
928972,(E)-3-Hexen-1-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,271.0,256.0,287.0,Mortality,Mortality,DTXSID1022138,2.432969290874406
932161,2-Acetyl-1-methylpyrrole,Measured,Not coded,Flow-through,Fresh water,Active ingredient,157.0,149.0,166.0,Mortality,Mortality,DTXSID6022139,2.1958996524092336
937202,"2,4'-Dichloroacetophenone",Measured,Not coded,Flow-through,Fresh water,Active ingredient,11.7,,,Mortality,Mortality,DTXSID50239540,1.0681858617461617
939231,4-Phenylpyridine,Measured,Not reported,Flow-through,Fresh water,Active ingredient,16.1,15.1,17.2,Mortality,Mortality,DTXSID5022140,1.2068258760318498
944229,"Ethylphosphonodithioic acid, O-Ethyl S-phenyl ester",Measured,Not coded,Static,Fresh water,Active ingredient,1.09,0.93,1.26,Mortality,Mortality,DTXSID2024113,0.0374264979406236
945517,"1,1'-Sulfinylbis-benzene",Measured,Not coded,Flow-through,Fresh water,Active ingredient,87.3,81.1,94.0,Mortality,Mortality,DTXSID0022141,1.9410142437055695
955839,"2,5-Diphenylfuran",Measured,Not reported,Flow-through,Fresh water,Active ingredient,0.05,,,Mortality,Mortality,DTXSID5022142,-1.3010299956639813
957517,"N,N-Dimethyl-alpha-phenylbenzeneacetamide",Not reported,Not coded,Static,Fresh water,Active ingredient,48.0,38.0,60.0,Mortality,Mortality,DTXSID8024072,1.6812412373755872
999611,2-Hydroxypropyl acrylate,Measured,Not reported,Flow-through,Fresh water,Active ingredient,3.1,,,Mortality,Mortality,DTXSID0022143,0.4913616938342727
999611,2-Hydroxypropyl acrylate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.1,,,Mortality,Mortality,DTXSID0022143,0.4913616938342727
999611,2-Hydroxypropyl acrylate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.61,,,Mortality,Mortality,DTXSID0022143,0.557507201905658
999611,2-Hydroxypropyl acrylate,Measured,Not reported,Flow-through,Fresh water,Active ingredient,3.61,,,Mortality,Mortality,DTXSID0022143,0.557507201905658
999815,"2-Chloro-N,N,N-trimethylethanaminium chloride (1:1)",Not reported,Not coded,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID6020303,2.0
1064488,"4-Amino-5-hydroxy-3-((4-nitrophenyl)azo)-6-(phenylazo)-2,7-naphthalene disulfonic acid, Disodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID1024415,2.255272505103306
1064488,"4-Amino-5-hydroxy-3-((4-nitrophenyl)azo)-6-(phenylazo)-2,7-naphthalene disulfonic acid, Disodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID1024415,2.255272505103306
1066428,Dimethylsilanediol,Measured,"OECD, USEPA and ASTM methods",Renewal,Fresh water,Active ingredient,12.0,10.0,14.0,Mortality,Hatch,DTXSID2061434,1.0791812460476249
1071836,N-(Phosphonomethyl)glycine,Not reported,Not coded,Static,Fresh water,Active ingredient,4.3,3.2,5.8,Mortality,Mortality,DTXSID1024122,0.6334684555795865
1071836,N-(Phosphonomethyl)glycine,Not reported,Not coded,Static,Fresh water,Active ingredient,97.0,79.0,120.0,Mortality,Mortality,DTXSID1024122,1.9867717342662448
1071836,N-(Phosphonomethyl)glycine,Not reported,Not coded,Static,Fresh water,Active ingredient,4.8,3.7,6.3,Mortality,Mortality,DTXSID1024122,0.6812412373755872
1071836,N-(Phosphonomethyl)glycine,Not coded,United States Environmental Protection Agency,Static,Fresh water,Formulation,67.9,59.1,98.9,Mortality,Mortality,DTXSID1024122,1.8318697742805017
1071836,N-(Phosphonomethyl)glycine,Not reported,Not coded,Static,Fresh water,Active ingredient,2.3,1.9,2.8,Mortality,Mortality,DTXSID1024122,0.3617278360175928
1071836,N-(Phosphonomethyl)glycine,Not reported,Not coded,Static,Fresh water,Active ingredient,2.9,1.7,5.0,Mortality,Mortality,DTXSID1024122,0.4623979978989561
1072975,2-Amino-5-bromopyridine,Measured,Not reported,Flow-through,Fresh water,Active ingredient,177.0,168.0,188.0,Mortality,Mortality,DTXSID5022144,2.247973266361807
1080326,"Benzylphosphonic acid, Diethyl ester",Measured,Not coded,Flow-through,Fresh water,Active ingredient,336.0,304.0,371.0,Mortality,Mortality,DTXSID0022145,2.526339277389844
1111780,"Carbamic acid, Monoammonium salt",Measured,Not reported,Static,Fresh water,Total,40.6,31.4,54.2,Mortality,Mortality,DTXSID9027360,1.608526033577194
1112385,"Phosphorothioic acid, O,O-Dimethyl ester",Unmeasured,Not coded,Static,Fresh water,Formulation,42.5,,,Mortality,Mortality,DTXSID10858736,1.6283889300503116
1122549,1-(4-Pyridinyl)ethanone,Measured,Not reported,Flow-through,Fresh water,Active ingredient,168.0,156.0,180.0,Mortality,Mortality,DTXSID0022147,2.225309281725863
1122549,1-(4-Pyridinyl)ethanone,Measured,Not coded,Flow-through,Fresh water,Active ingredient,168.0,,,Mortality,Mortality,DTXSID0022147,2.225309281725863
1126461,"4-Chlorobenzoic acid, Methyl ester",Measured,Not reported,Flow-through,Fresh water,Active ingredient,11.0,9.82,12.4,Mortality,Mortality,DTXSID5022148,1.0413926851582251
1126461,"4-Chlorobenzoic acid, Methyl ester",Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.0,,,Mortality,Mortality,DTXSID5022148,1.1139433523068367
1126461,"4-Chlorobenzoic acid, Methyl ester",Measured,Not coded,Flow-through,Fresh water,Active ingredient,10.9,9.68,12.2,Mortality,Mortality,DTXSID5022148,1.0374264979406236
1126790,Butoxybenzene,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.77,5.2,6.41,Mortality,Mortality,DTXSID0022149,0.7611758131557314
1126790,Butoxybenzene,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.88,,,Mortality,Survival,DTXSID0022149,0.7693773260761385
1126790,Butoxybenzene,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.77,5.2,6.41,Mortality,Survival,DTXSID0022149,0.7611758131557314
1129357,Methyl 4-cyanobenzoate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,46.8,41.2,53.2,Mortality,Mortality,DTXSID9022150,1.670245853074124
1184572,Hydroxymethylmercury,Unmeasured,Not reported,Flow-through,Fresh water,Total,0.039,0.024,0.054,Mortality,Mortality,DTXSID3025621,-1.408935392973501
1192525,"4,5-Dichloro-3H-1,2-dithiol-3-one",Not coded,United States Environmental Protection Agency,Static,Fresh water,Formulation,9.2,,,Mortality,Mortality,DTXSID6032518,0.9637878273455552
1194656,"2,6-Dichlorobenzonitrile",Not reported,Not coded,Static,Fresh water,Active ingredient,7.12,5.3,9.56,Mortality,Mortality,DTXSID5032365,0.8524799936368563
1194656,"2,6-Dichlorobenzonitrile",Not reported,Not coded,Static,Fresh water,Active ingredient,6.0,3.98,9.07,Mortality,Mortality,DTXSID5032365,0.7781512503836436
1198556,"3,4,5,6-Tetrachlorocatechol",Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.27,1.14,1.41,Mortality,Mortality,DTXSID4022151,0.1038037209559568
1204213,"2-Bromo-1-(2,5-dimethoxyphenyl)ethanone",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.053,0.048,0.058,Mortality,Mortality,DTXSID9022152,-1.275724130399211
1204213,"2-Bromo-1-(2,5-dimethoxyphenyl)ethanone",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.087,,,Mortality,Mortality,DTXSID9022152,-1.0604807473813815
1204213,"2-Bromo-1-(2,5-dimethoxyphenyl)ethanone",Measured,Not reported,Flow-through,Fresh water,Active ingredient,0.053,0.048,0.058,Mortality,Mortality,DTXSID9022152,-1.275724130399211
1204213,"2-Bromo-1-(2,5-dimethoxyphenyl)ethanone",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.064,,,Mortality,Mortality,DTXSID9022152,-1.193820026016113
1303282,"3-Oxo-1lambda~5~,3lambda~5~-diarsoxane-1,1,3-trione",Unmeasured,Not coded,Flow-through,Fresh water,Total,26.3,,,Mortality,Mortality,DTXSID1034343,1.4199557484897578
1303282,"3-Oxo-1lambda~5~,3lambda~5~-diarsoxane-1,1,3-trione",Unmeasured,Not coded,Flow-through,Fresh water,Total,25.6,,,Mortality,Mortality,DTXSID1034343,1.4082399653118496
1303339,Arsenic trisulfide (As2S3),Unmeasured,United States Environmental Protection Agency,Static,Fresh water,Total,135.1,107.3,173.6,Mortality,Mortality,DTXSID50274153,2.1306553490220304
1306190,Cadmium oxide,Unmeasured,Not coded,Static,Fresh water,Total,9.35,,,Mortality,Mortality,DTXSID0024715,0.9708116108725178
1306190,Cadmium oxide,Measured,Not coded,Static,Fresh water,Dissolved,0.177,,,Mortality,Mortality,DTXSID0024715,-0.7520267336381934
1306190,Cadmium oxide,Measured,Not coded,Static,Fresh water,Dissolved,9.92,,,Mortality,Mortality,DTXSID0024715,0.9965116721541788
1306190,Cadmium oxide,Measured,Not coded,Static,Fresh water,Total,7.029,,,Mortality,Mortality,DTXSID0024715,0.8468935433166251
1306190,Cadmium oxide,Measured,Not coded,Static,Fresh water,Total,10.47,,,Mortality,Mortality,DTXSID0024715,1.0199466816788425
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Total,0.153,,,Mortality,Mortality,DTXSID30893280,-0.8153085691824012
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Total,0.354,,,Mortality,Mortality,DTXSID30893280,-0.4509967379742122
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Dissolved,0.108,,,Mortality,Mortality,DTXSID30893280,-0.9665762445130504
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Dissolved,0.222,,,Mortality,Mortality,DTXSID30893280,-0.6536470255493614
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Total,0.354,,,Mortality,Mortality,DTXSID30893280,-0.4509967379742122
1306236,Cadmium sulfide,Measured,Not coded,Static,Fresh water,Dissolved,0.108,,,Mortality,Mortality,DTXSID30893280,-0.9665762445130504
1306236,Cadmium sulfide,Unmeasured,Not coded,Static,Fresh water,Total,0.336,,,Mortality,Mortality,DTXSID30893280,-0.4736607226101559
1308389,Chromium oxide (Cr2O3),Unmeasured,Organization for Economic Cooperation and Development,Renewal,Fresh water,Total,40.116,,,Mortality,Mortality,DTXSID4043721,1.6033176226401933
1309644,Antimony trioxide,Unmeasured,Not coded,Static,Fresh water,Total,80.0,,,Mortality,Mortality,DTXSID4023880,1.9030899869919435
1309644,Antimony trioxide,Unmeasured,Not coded,Static,Fresh water,Total,80.0,,,Mortality,Mortality,DTXSID4023880,1.9030899869919435
1313275,Molybdenum trioxide (MoO3),Measured,Not reported,Static,Fresh water,Total,577.0,417.0,846.0,Mortality,Mortality,DTXSID7020899,2.761175813155732
1313275,Molybdenum trioxide (MoO3),Measured,Not reported,Static,Fresh water,Total,628.0,,,Mortality,Mortality,DTXSID7020899,2.797959643737196
1313275,Molybdenum trioxide (MoO3),Unmeasured,Not coded,Static,Fresh water,Total,370.0,,,Mortality,Mortality,DTXSID7020899,2.568201724066995
1313275,Molybdenum trioxide (MoO3),Unmeasured,Not coded,Static,Fresh water,Total,70.0,,,Mortality,Mortality,DTXSID7020899,1.845098040014257
1313275,Molybdenum trioxide (MoO3),Measured,Not reported,Static,Fresh water,Total,678.0,482.0,969.0,Mortality,Mortality,DTXSID7020899,2.831229693867064
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.0641,0.0587,0.07,Mortality,Mortality,DTXSID0029636,-1.1931419704811823
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.239,0.219,0.26,Mortality,Mortality,DTXSID0029636,-0.6216020990518624
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.806,0.726,0.895,Mortality,Mortality,DTXSID0029636,-0.0936649581949093
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.42,0.394,0.448,Mortality,Mortality,DTXSID0029636,-0.3767507096020995
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.133,0.123,0.145,Mortality,Mortality,DTXSID0029636,-0.8761483590329142
1313822,Sodium sulfide (Na2S),Measured,Not reported,Flow-through,Fresh water,Dissolved,0.546,0.483,0.616,Mortality,Mortality,DTXSID0029636,-0.2628073572952627
1314132,Zinc oxide (ZnO),Unmeasured,Not coded,Static,Fresh water,Total,2246.0,,,Mortality,Mortality,DTXSID7035016,3.351409751925439
1314621,Vanadium oxide (V2O5),Unmeasured,Not coded,Static,Fresh water,Total,13.0,,,Mortality,Mortality,DTXSID2023806,1.1139433523068367
1314621,Vanadium oxide (V2O5),Measured,Not reported,Flow-through,Fresh water,Total,1.9,1.3,2.88,Mortality,Mortality,DTXSID2023806,0.2787536009528289
1314621,Vanadium oxide (V2O5),Measured,Not reported,Flow-through,Fresh water,Total,1.85,,,Mortality,Mortality,DTXSID2023806,0.2671717284030138
1314621,Vanadium oxide (V2O5),Unmeasured,Not coded,Static,Fresh water,Total,55.0,,,Mortality,Mortality,DTXSID2023806,1.740362689494244
1314621,Vanadium oxide (V2O5),Measured,Not reported,Flow-through,Fresh water,Total,1.8,1.21,2.73,Mortality,Mortality,DTXSID2023806,0.255272505103306
1314643,Dioxo[sulfato(2-)-kO] uranium,Unmeasured,Not coded,Static,Fresh water,Total,135.0,,,Mortality,Mortality,DTXSID40893736,2.130333768495006
