CAS Number,Chemical Name,Chemical Analysis,Test Method,Exposure Type,Media Type,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc Min 1 (Standardized),Conc 1 Max (Standardized),Effect,Effect Measurement,Chemical DTXSID,log_LC50
1314643,Dioxo[sulfato(2-)-kO] uranium,Unmeasured,Not coded,Static,Fresh water,Total,2.8,,,Mortality,Mortality,DTXSID40893736,0.4471580313422192
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Total,3665.0,,,Mortality,Mortality,DTXSID0025498,3.564073978977147
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Dissolved,564.0,,,Mortality,Mortality,DTXSID0025498,2.751279103983342
1314870,Lead sulfide,Unmeasured,Not coded,Static,Fresh water,Total,4013.0,,,Mortality,Mortality,DTXSID0025498,3.603469159733839
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Total,3655.0,,,Mortality,Mortality,DTXSID0025498,3.562887381293879
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Total,403.0,,,Mortality,Mortality,DTXSID0025498,2.6053050461411096
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Dissolved,0.915,,,Mortality,Mortality,DTXSID0025498,-0.0385789059335517
1314870,Lead sulfide,Measured,Not coded,Static,Fresh water,Dissolved,0.915,,,Mortality,Mortality,DTXSID0025498,-0.0385789059335517
1314983,Zinc sulfide,Unmeasured,Not coded,Static,Fresh water,Total,1826.0,,,Mortality,Mortality,DTXSID7042518,3.2615007731982804
1314983,Zinc sulfide,Measured,Not coded,Static,Fresh water,Total,1826.0,,,Mortality,Mortality,DTXSID7042518,3.2615007731982804
1317368,Lead oxide (PbO),Measured,Not coded,Static,Fresh water,Dissolved,3841.0,,,Mortality,Mortality,DTXSID0029638,3.5844443071651764
1317368,Lead oxide (PbO),Unmeasured,Not coded,Static,Fresh water,Total,3486.0,,,Mortality,Mortality,DTXSID0029638,3.5423273827739745
1317368,Lead oxide (PbO),Measured,Not coded,Static,Fresh water,Total,3963.0,,,Mortality,Mortality,DTXSID0029638,3.59802407233419
1317368,Lead oxide (PbO),Measured,Not coded,Static,Fresh water,Dissolved,0.298,,,Mortality,Mortality,DTXSID0029638,-0.5257837359237448
1317368,Lead oxide (PbO),Measured,Not coded,Static,Fresh water,Total,3562.0,,,Mortality,Mortality,DTXSID0029638,3.551693915127225
1319773,Cresol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,12.8,,,Mortality,Mortality,DTXSID3024364,1.1072099696478683
1320076,"4-((3-((Dimethylphenyl)azo)-2,4-dihydroxyphenyl)azo)benzene sulfonic acid, Monosodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,130.0,,,Mortality,Mortality,DTXSID7041708,2.113943352306837
1320076,"4-((3-((Dimethylphenyl)azo)-2,4-dihydroxyphenyl)azo)benzene sulfonic acid, Monosodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,130.0,,,Mortality,Mortality,DTXSID7041708,2.113943352306837
1324114,"Dibromoalbenzo(b,def)chrysene-7,14-dione",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID9051668,2.255272505103306
1324114,"Dibromoalbenzo(b,def)chrysene-7,14-dione",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID9051668,2.255272505103306
1325377,C.I. Direct Yellow 11,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID8025206,2.255272505103306
1325377,C.I. Direct Yellow 11,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID8025206,2.255272505103306
1326825,C.I. Sulfur Black 1,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID5029213,2.255272505103306
1326825,C.I. Sulfur Black 1,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID5029213,2.255272505103306
1327533,Arsenic oxide (As2O3),Unmeasured,Organization for Economic Cooperation and Development,Renewal,Fresh water,Total,61.533,,,Mortality,Mortality,DTXSID0020103,1.789108089339363
1327793,Thiazin Vat Blue 43 C.I. No. 53630,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID4061674,2.255272505103306
1327793,Thiazin Vat Blue 43 C.I. No. 53630,Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID4061674,2.255272505103306
1330207,Dimethylbenzene,Unmeasured,Not coded,Static,Fresh water,Formulation,28.77,25.62,32.64,Mortality,Mortality,DTXSID2021446,1.458939861890326
1330207,Dimethylbenzene,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.4,,,Mortality,Mortality,DTXSID2021446,1.1271047983648077
1330207,Dimethylbenzene,Unmeasured,Not coded,Static,Fresh water,Formulation,26.7,23.53,29.97,Mortality,Mortality,DTXSID2021446,1.4265112613645752
1330207,Dimethylbenzene,Unmeasured,Not coded,Static,Fresh water,Formulation,42.0,,,Mortality,Mortality,DTXSID2021446,1.6232492903979006
1330387,"(29H,31H-Phthalocyaninedisulfonate (2-)-N29,N20,N31,N32)copper, Disodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID3051674,2.255272505103306
1330387,"(29H,31H-Phthalocyaninedisulfonate (2-)-N29,N20,N31,N32)copper, Disodium salt",Unmeasured,Not coded,Static,Fresh water,Formulation,180.0,,,Mortality,Mortality,DTXSID3051674,2.255272505103306
1330434,Boron sodium oxide (B4Na2O7),Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Total,1900.0,,,Mortality,Mortality,DTXSID2034388,3.278753600952829
1330785,"Phosphoric acid, Tris(methylphenyl) ester",Unmeasured,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,44.8,37.0,54.3,Mortality,Mortality,DTXSID4021391,1.651278013998144
1330785,"Phosphoric acid, Tris(methylphenyl) ester",Unmeasured,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID4021391,2.0
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.988,,,Mortality,Mortality,DTXSID80873496,-0.0052430554123718
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.323,0.25,0.417,Mortality,Mortality,DTXSID80873496,-0.4907974776688971
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.055,0.038,0.081,Mortality,Mortality,DTXSID80873496,-1.259637310505756
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.18,0.166,0.195,Mortality,Mortality,DTXSID80873496,-0.744727494896694
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.511,0.439,0.594,Mortality,Mortality,DTXSID80873496,-0.2915790998652872
1344678,Copper chloride,Unmeasured,Not coded,Static,Fresh water,Total,0.085,0.064,0.112,Mortality,Mortality,DTXSID80873496,-1.0705810742857071
1344816,Calcium sulfide (Ca(Sx)),Not reported,Not coded,Static,Fresh water,Total,31.6,24.0,41.7,Mortality,Mortality,DTXSID7034414,1.499687082618404
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Formulation,2.8e-05,2.3e-05,3.4e-05,Mortality,Mortality,DTXSID9032325,-4.552841968657781
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,3.22e-05,2.03e-05,5.05e-05,Mortality,Mortality,DTXSID9032325,-4.492144128304169
1397940,Antimycin A,Not reported,Not coded,Flow-through,Fresh water,Active ingredient,0.000165,0.000147,0.000185,Mortality,Mortality,DTXSID9032325,-3.7825160557860937
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,0.000265,0.000102,0.000687,Mortality,Mortality,DTXSID9032325,-3.576754126063192
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00082,0.00046,0.00143,Mortality,Mortality,DTXSID9032325,-3.0861861476162837
1397940,Antimycin A,Not reported,Not coded,Flow-through,Fresh water,Active ingredient,3.8e-05,2.3e-05,6.1e-05,Mortality,Mortality,DTXSID9032325,-4.42021640338319
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,4.02e-05,2e-05,8.07e-05,Mortality,Mortality,DTXSID9032325,-4.39577394691553
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00027,0.0001,0.0007,Mortality,Mortality,DTXSID9032325,-3.5686362358410126
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00071,0.00061,0.00083,Mortality,Mortality,DTXSID9032325,-3.1487416512809245
1397940,Antimycin A,Unmeasured,USEPA and STDMETH methods,Flow-through,Fresh water,Formulation,7.4e-05,,,Mortality,Mortality,DTXSID9032325,-4.130768280269024
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.0024,0.0014,0.0043,Mortality,Mortality,DTXSID9032325,-2.619788758288394
1397940,Antimycin A,Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,2.7e-05,2e-05,3.7e-05,Mortality,Mortality,DTXSID9032325,-4.568636235841013
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00018,0.00015,0.00023,Mortality,Mortality,DTXSID9032325,-3.744727494896694
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,2.5e-05,8.4e-06,7.4e-05,Mortality,Mortality,DTXSID9032325,-4.6020599913279625
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00055,0.0002,0.0015,Mortality,Mortality,DTXSID9032325,-3.2596373105057563
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,4e-05,2.1e-05,7.7e-05,Mortality,Mortality,DTXSID9032325,-4.3979400086720375
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00046,0.00023,0.00091,Mortality,Mortality,DTXSID9032325,-3.337242168318426
1397940,Antimycin A,Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.00093,0.00058,0.0015,Mortality,Mortality,DTXSID9032325,-3.0315170514460648
1397940,Antimycin A,Not reported,Not coded,Static,Fresh water,Active ingredient,8e-05,7e-05,0.0001,Mortality,Mortality,DTXSID9032325,-4.096910013008056
1399800,"ar-Dodecyl-ar,N,N,N,N',N',N'-heptamethylbenzenedimethanaminium chloride (1:2) mixt. with ar-dodecyl-ar,N,N,N-tetramethylbenzenemethanaminium chloride (1:1)",Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Active ingredient,4.2,,,Mortality,Mortality,DTXSID9034735,0.6232492903979004
1399800,"ar-Dodecyl-ar,N,N,N,N',N',N'-heptamethylbenzenedimethanaminium chloride (1:2) mixt. with ar-dodecyl-ar,N,N,N-tetramethylbenzenemethanaminium chloride (1:1)",Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Active ingredient,2.4,,,Mortality,Mortality,DTXSID9034735,0.380211241711606
1420048,"5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydrozybenzamide, compd. with 2-aminoethanol (1:1)",Not coded,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,0.102,0.089,0.117,Mortality,Mortality,DTXSID3020338,-0.9913998282380824
1420048,"5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydrozybenzamide, compd. with 2-aminoethanol (1:1)",Unmeasured,Not coded,"Aquatic, unspecified",Fresh water,Formulation,0.102,,,Mortality,Mortality,DTXSID3020338,-0.9913998282380824
1420048,"5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydrozybenzamide, compd. with 2-aminoethanol (1:1)",Unmeasured,Not coded,"Aquatic, unspecified",Fresh water,Active ingredient,0.102,0.089,0.117,Mortality,Mortality,DTXSID3020338,-0.9913998282380824
1420048,"5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydrozybenzamide, compd. with 2-aminoethanol (1:1)",Unmeasured,Not coded,Static,Fresh water,Formulation,0.11,0.087,0.14,Mortality,Mortality,DTXSID3020338,-0.958607314841775
1439072,"(2R,3R)-rel-2,3-Diphenyloxirane",Unmeasured,Not reported,Renewal,Fresh water,Formulation,5.2987149,,,Mortality,Mortality,DTXSID80891559,0.7241705527115823
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,1000.0,,,Mortality,Mortality,DTXSID5024051,3.0
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,1770.0,1320.0,2370.0,Mortality,Mortality,DTXSID5024051,3.247973266361807
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,635.0,524.0,769.0,Mortality,Mortality,DTXSID5024051,2.8027737252919755
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,479.0,408.0,563.0,Mortality,Mortality,DTXSID5024051,2.680335513414563
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,641.0,548.0,749.0,Mortality,Mortality,DTXSID5024051,2.806858029518817
1445756,Diisopropylmethyl phosphonate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,1000.0,,,Mortality,Mortality,DTXSID5024051,3.0
1461252,Tetrabutylstannane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.0452,0.0416,0.0492,Mortality,Mortality,DTXSID4022153,-1.344861565188618
1464422,2-Amino-4-(methylseleno)butanoic acid,Unmeasured,Not reported,"Aquatic, unspecified",Fresh water,Total,0.5,,,Mortality,Mortality,DTXSID7040609,-0.3010299956639812
1482151,"3,4-Dimethyl-1-pentyn-3-ol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,205.0,189.0,222.0,Mortality,Mortality,DTXSID9022154,2.311753861055754
1484135,N-Vinylcarbazole,Measured,Not reported,Flow-through,Fresh water,Active ingredient,0.0032,0.00277,0.00369,Mortality,Mortality,DTXSID4022155,-2.494850021680094
1484260,3-Benzyloxyaniline,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9.14,8.28,10.1,Mortality,Mortality,DTXSID9022156,0.9609461957338314
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.844,0.758,0.939,Mortality,Mortality,DTXSID9020249,-0.0736575533743449
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Unmeasured,Not reported,Renewal,Fresh water,Active ingredient,2.0,,,Mortality,Mortality,DTXSID9020249,0.3010299956639812
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Not reported,Not coded,Static,Fresh water,Active ingredient,1.99,1.385,2.859,Mortality,Mortality,DTXSID9020249,0.2988530764097066
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Not coded,United States Environmental Protection Agency,Static,Fresh water,Active ingredient,1.99,1.385,2.859,Mortality,Mortality,DTXSID9020249,0.2988530764097066
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.844,0.758,0.939,Mortality,Mortality,DTXSID9020249,-0.0736575533743449
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Not reported,Not coded,Static,Fresh water,Active ingredient,0.872,0.479,1.59,Mortality,Mortality,DTXSID9020249,-0.0594835150674327
1563662,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol 7-(N-methylcarbamate)",Not reported,Not coded,Flow-through,Fresh water,Active ingredient,1.18,0.813,1.711,Mortality,Mortality,DTXSID9020249,0.0718820073061253
1582098,"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",Not reported,Not coded,Static,Fresh water,Active ingredient,0.105,0.083,0.134,Mortality,Mortality,DTXSID4021395,-0.978810700930062
1582098,"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",Not reported,Not coded,Static,Fresh water,Active ingredient,0.124,0.095,0.162,Mortality,Mortality,DTXSID4021395,-0.906578314837765
1582098,"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",Not reported,Not coded,Static,Fresh water,Active ingredient,0.16,0.116,0.22,Mortality,Mortality,DTXSID4021395,-0.7958800173440752
1582098,"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",Unmeasured,Not coded,"Aquatic, unspecified",Fresh water,Formulation,0.099,,,Mortality,Mortality,DTXSID4021395,-1.00436480540245
1600277,Mercuric acetate,Measured,Not coded,Static,Fresh water,Total,0.12,0.025,0.19,Mortality,Mortality,DTXSID4042123,-0.9208187539523752
1600277,Mercuric acetate,Measured,Not coded,Static,Fresh water,Total,0.04,,,Mortality,Mortality,DTXSID4042123,-1.3979400086720375
1600277,Mercuric acetate,Measured,United States Environmental Protection Agency,Static,Fresh water,Total,0.064,,,Mortality,Mortality,DTXSID4042123,-1.193820026016113
1634044,2-Methoxy-2-methylpropane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,672.0,,,Mortality,Mortality,DTXSID3020833,2.8273692730538253
1647161,"1,9-Decadiene",Measured,Not reported,Flow-through,Fresh water,Active ingredient,0.29,0.27,0.3,Mortality,Mortality,DTXSID4022159,-0.5376020021010439
1656480,Oxydipropionitrile,Unmeasured,Other Method,Static,Fresh water,Active ingredient,3600.0,,,Mortality,Mortality,DTXSID5044154,3.5563025007672877
1656480,Oxydipropionitrile,Unmeasured,Other Method,Static,Fresh water,Active ingredient,3900.0,,,Mortality,Mortality,DTXSID5044154,3.591064607026499
1689823,p-Phenylazophenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.17,1.13,1.21,Mortality,Mortality,DTXSID3022160,0.0681858617461616
1689823,p-Phenylazophenol,Measured,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,1.64,1.53,1.75,Mortality,Mortality,DTXSID3022160,0.2148438480476978
1689823,p-Phenylazophenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.64,,,Mortality,Mortality,DTXSID3022160,0.2148438480476978
1689823,p-Phenylazophenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.09,1.05,1.13,Mortality,Mortality,DTXSID3022160,0.0374264979406236
1689834,"4-Hydroxy-3,5-diiodobenzonitrile",Measured,Not coded,Flow-through,Fresh water,Active ingredient,6.8,,,Mortality,Mortality,DTXSID8022161,0.8325089127062363
1689845,"3,5-Dibromo-4-hydroxybenzonitrile",Measured,Not coded,Flow-through,Fresh water,Active ingredient,11.5,,,Mortality,Mortality,DTXSID3022162,1.0606978403536116
1689845,"3,5-Dibromo-4-hydroxybenzonitrile",Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.8,12.7,15.1,Mortality,Mortality,DTXSID3022162,1.1398790864012365
1689845,"3,5-Dibromo-4-hydroxybenzonitrile",Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.8,,,Mortality,Mortality,DTXSID3022162,1.1398790864012365
1740198,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid",Measured,Not coded,Static,Fresh water,Total,9.9,,,Mortality,Mortality,DTXSID8022163,0.99563519459755
1740198,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid",Measured,Not coded,Static,Fresh water,Total,1.5,,,Mortality,Mortality,DTXSID8022163,0.1760912590556812
1740198,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid",Measured,Not reported,Flow-through,Fresh water,Active ingredient,2.1,1.74,2.53,Mortality,Mortality,DTXSID8022163,0.3222192947339193
1740198,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid",Measured,Not coded,Static,Fresh water,Total,3.2,,,Mortality,Mortality,DTXSID8022163,0.505149978319906
1740198,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid",Measured,Not coded,Static,Fresh water,Total,45.5,,,Mortality,Mortality,DTXSID8022163,1.6580113966571124
1745819,2-Allylphenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.2,12.1,14.4,Mortality,Mortality,DTXSID3022164,1.1205739312058498
1745819,2-Allylphenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,15.0,13.7,16.299,Mortality,Mortality,DTXSID3022164,1.1760912590556811
1757182,Akton,Not reported,Not coded,Static,Fresh water,Active ingredient,0.27,,,Mortality,Mortality,DTXSID5034775,-0.5686362358410126
1761611,5-Bromosalicylaldehyde,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.3,1.2,1.4,Mortality,Mortality,DTXSID8022165,0.1139433523068367
