CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.698,,0.34,,0.905,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,1.719,,1.487,,1.948,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.439,,0.214,,0.961,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,1.148,,0.962,,1.342,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.79,,0.651,,1.022,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Chronic,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.372,,0.318,,0.432,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER WITH 2 MG HUMIC ACID..//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,1.356,,1.162,,1.534,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,1.656,,1.14,,2.779,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER WITH 16 MG HUMIC ACID..//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,<,24.0,,,,,Hour(s),Renewal,Fresh water,Lab,,Dissolved,,0.0407,,0.0321,,0.0482,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2011.04.006,,Acute,,--,,,"SOURCE/AQUATIC BIOSYSTEMS (FORT COLLINS, CO, USA)//TMETH/EPA-821-R-02-012 (2002)//MEDIA/USGS COLUMBIA WELL WATER DILUTED 20-FOLD AND ACIDIFIED WITH HCL//   ","Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell",189098,Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas,Comp. Biochem. Physiol. C Toxicol. Pharmacol.154(3): 137-145,2011,"Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell (2011). Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 154, (3), 137-145. doi:10.1016/j.cbpc.2011.04.006. ECOREF#:189098"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.015,,0.0033,,0.052,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER AT PH 8.3.//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.37,,0.13,,1.067,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.206,,0.17,,0.257,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER WITH 0.5 MM CALCIUM.//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.162,,0.118,,0.224,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,<,24.0,,,,,Hour(s),Renewal,Fresh water,Lab,,Dissolved,,0.6223,,0.5306,,0.7092,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2011.04.006,,Acute,,--,,,"SOURCE/AQUATIC BIOSYSTEMS (FORT COLLINS, CO, USA)//TMETH/EPA-821-R-02-012 (2002)//MEDIA/DECHLORINATED MIAMI-DADE TAP WATER, WITH A 40 PERCENT CONCENTRATION (DILUTED WITH MILLI-Q WATER)//   ","Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell",189098,Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas,Comp. Biochem. Physiol. C Toxicol. Pharmacol.154(3): 137-145,2011,"Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell (2011). Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 154, (3), 137-145. doi:10.1016/j.cbpc.2011.04.006. ECOREF#:189098"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.052,,4e-05,,0.131,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER.//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,<,24.0,,,,,Hour(s),Renewal,Fresh water,Lab,,Dissolved,,3.5979,,3.2617,,3.9688,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2011.04.006,,Acute,,--,,,"SOURCE/AQUATIC BIOSYSTEMS (FORT COLLINS, CO, USA)//TMETH/EPA-821-R-02-012 (2002)//MEDIA/EDISTO RIVER WATER//   ","Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell",189098,Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas,Comp. Biochem. Physiol. C Toxicol. Pharmacol.154(3): 137-145,2011,"Esbaugh,A.J., K.V. Brix, E.M. Mager, and M. Grosell (2011). Multi-Linear Regression Models Predict the Effects of Water Chemistry on Acute Lead Toxicity to Ceriodaphnia dubia and Pimephales promelas. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 154, (3), 137-145. doi:10.1016/j.cbpc.2011.04.006. ECOREF#:189098"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,99.928,,,Pimephales promelas,Fathead Minnow,Fry,,4.0,,,,,Day(s),Static,Fresh water,Lab,7,Dissolved,,2.7,,1.9,,3.8,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID2035069,,,Acute,,--,,,SOURCE/UW-SUPERIOR CULTURE FACILITY//   ,"Hammermeister,D., C. Northcott, L. Brooke, and D. Call",121067,"Comparison of Copper, Lead and Zinc Toxicity to Four Animal Species in Laboratory and St. Louis River Water","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:19 p.",1982,"Hammermeister,D., C. Northcott, L. Brooke, and D. Call (1982). Comparison of Copper, Lead and Zinc Toxicity to Four Animal Species in Laboratory and St. Louis River Water. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 19 p. ECOREF#:121067"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.178,,0.151,,0.209,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.744,,0.629,,1.031,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,8,Dissolved,,0.293,,0.124,,0.331,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Chronic,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.174,,0.139,,0.208,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER WITH 1.0 MM CALCIUM.//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.34,,0.282,,0.41,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
