CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation
541731,"1,3-Dichlorobenzene",,Chemical analysis reported,American Society for Testing and Materials,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,28.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,9.12,,7.57,,11.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6022056,10.1016/0166-445X(85)90026-8,,Acute,,--,,,"SOURCE/NR//TMETH/E729-80 (1980)//MEDIA/AERATED, FILTERED LAKE SUPERIOR WATER//   ","Broderius,S., and M. Kahl",14128,Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow,Aquat. Toxicol.6:307-322,1985,"Broderius,S., and M. Kahl (1985). Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow. Aquat. Toxicol., 6, 307-322. doi:10.1016/0166-445X(85)90026-8. ECOREF#:14128"
541731,"1,3-Dichlorobenzene",,Unmeasured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,"Aquatic, unspecified",Fresh water,Lab,,Formulation,,7.79,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6022056,,,Acute,,--,,,SOURCE/NR//MEDIA/NR//   ,"Carlson,A.R.",161099,Quarterly Progress Report - October thru December 1979,"Draft, 12/30/91, U.S. Environmental Protection Agency, Environmental Research Laboratory, Duluth, MN:4 p.",1979,"Carlson,A.R. (1979). Quarterly Progress Report - October thru December 1979. Draft, 12/30/91, U.S. Environmental Protection Agency, Environmental Research Laboratory, Duluth, MN, 4 p. ECOREF#:161099"
541731,"1,3-Dichlorobenzene",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,7.8,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6022056,,,,,--,, STANDARD METHODS FOLLOWED//NOT FED// ,   STANDARD METHODS FOLLOWED//NOT FED// ,"Veith,G.D., D.J. Call, and L.T. Brooke",10183,Estimating the Acute Toxicity of Narcotic Industrial Chemicals to Fathead Minnows,ASTM Spec. Tech. Publ.:90-97,1983,"Veith,G.D., D.J. Call, and L.T. Brooke (1983). Estimating the Acute Toxicity of Narcotic Industrial Chemicals to Fathead Minnows. ASTM Spec. Tech. Publ., 90-97. ECOREF#:10183"
541731,"1,3-Dichlorobenzene",,Measured,Not reported,,98.0,,,Pimephales promelas,Fathead Minnow,,,28.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,8.03,,6.95,,9.28,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6022056,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858"
541731,"1,3-Dichlorobenzene",,Measured,United States Environmental Protection Agency,,98.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,7.8,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6022056,10.1007/BF01055794,,Acute,JV,--,,,"SOURCE/NR//TMETH/1975 TEST EPA-660/3-75-009 METHODS FOR ACUTE TESTS WITH FISH, MACROINVERTEBRATES, AND AMPHIBIANS//MEDIA/SAND FILTERED LAKE SUPERIOR WATER//   ","Carlson,A.R., and P.A. Kosian",12124,Toxicity of Chlorinated Benzenes to Fathead Minnows (Pimephales promelas),Arch. Environ. Contam. Toxicol.16(2): 129-135,1987,"Carlson,A.R., and P.A. Kosian (1987). Toxicity of Chlorinated Benzenes to Fathead Minnows (Pimephales promelas). Arch. Environ. Contam. Toxicol., 16, (2), 129-135. doi:10.1007/BF01055794. ECOREF#:12124"
542756,"1,3-Dichloro-1-propene",,Measured,Not coded,,95.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.239,,0.211,,0.271,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID1022057,,,,,--,," Affected fish lost schooling behavior, were hypoactive and had edema.  Equilibrium loss was not observed prior to death.  An intermediate cell was used to further dilute the stock solution.  Measured concentrations were lower than ","   Affected fish lost schooling behavior, were hypoactive and had edema.  Equilibrium loss was not observed prior to death.  An intermediate cell was used to further dilute the stock solution.  Measured concentrations were lower than ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
542756,"1,3-Dichloro-1-propene",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,6,Active ingredient,,1.6,,1.4,,1.9,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID1022057,,,,,--,, DNUM/6//DOSES/0.67/0.71/1.2/3.1/4.4 mg/L//TESTID/43//,   DNUM/6//DOSES/0.67/0.71/1.2/3.1/4.4 mg/L//TESTID/43//,"Turner,L.W.",9994,"Acute Toxicity of Selected Chemicals to Fathead Minnow, Water Flea and Mysid Shrimp Under Static and Flow-Through Test Conditions","Final Rep.Coop.Agreement 807479-01-0, U.S.EPA, Off.of Pestic.and Toxic Subst., Washington, DC:258 p.",1982,"Turner,L.W. (1982). Acute Toxicity of Selected Chemicals to Fathead Minnow, Water Flea and Mysid Shrimp Under Static and Flow-Through Test Conditions. Final Rep.Coop.Agreement 807479-01-0, U.S.EPA, Off.of Pestic.and Toxic Subst., Washington, DC, 258 p. ECOREF#:9994"
542756,"1,3-Dichloro-1-propene",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,1.0,,,,,Age class,Static,Fresh water,Lab,,Formulation,,2.32,,1.52,,2.68,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1022057,,,,,--,,,,"Birge,W.J., J.A. Black, S.T. Ballard, and W.E. McDonnell",45758,Acute Toxicity Testing with Freshwater Fish,"EPA Contract No. 68-01-6201. NUS Corporation. Pittsburgh, Pennsylvania:47 p.",1982,"Birge,W.J., J.A. Black, S.T. Ballard, and W.E. McDonnell (1982). Acute Toxicity Testing with Freshwater Fish. EPA Contract No. 68-01-6201. NUS Corporation. Pittsburgh, Pennsylvania, 47 p. ECOREF#:45758"
542756,"1,3-Dichloro-1-propene",,Not reported,Not coded,,100.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,4.1,,3.39,,4.97,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID1022057,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797"
542756,"1,3-Dichloro-1-propene",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,6,Active ingredient,,1.4,,1.2,,1.5,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID1022057,,,,,--,, DNUM/6//DOSES/0.89/1.5/2.5/3.4/5.1/8.4 mg/L//TESTID/44//,   DNUM/6//DOSES/0.89/1.5/2.5/3.4/5.1/8.4 mg/L//TESTID/44//,"Turner,L.W.",9994,"Acute Toxicity of Selected Chemicals to Fathead Minnow, Water Flea and Mysid Shrimp Under Static and Flow-Through Test Conditions","Final Rep.Coop.Agreement 807479-01-0, U.S.EPA, Off.of Pestic.and Toxic Subst., Washington, DC:258 p.",1982,"Turner,L.W. (1982). Acute Toxicity of Selected Chemicals to Fathead Minnow, Water Flea and Mysid Shrimp Under Static and Flow-Through Test Conditions. Final Rep.Coop.Agreement 807479-01-0, U.S.EPA, Off.of Pestic.and Toxic Subst., Washington, DC, 258 p. ECOREF#:9994"
544183,Cobalt(II)formate,,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,>=6,Dissolved,,32.2,,24.0,,44.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1060267,10.1016/0022-1694(81)90144-X,,,,--,,,SOURCE/GOVERNMENT AGENCY//   ,"Curtis,M.W., and C.H. Ward",2965,Aquatic Toxicity of Forty Industrial Chemicals: Testing in Support of Hazardous Substance Spill Prevention Regulation,J. Hydrol.51:359-367,1981,"Curtis,M.W., and C.H. Ward (1981). Aquatic Toxicity of Forty Industrial Chemicals: Testing in Support of Hazardous Substance Spill Prevention Regulation. J. Hydrol., 51, 359-367. doi:10.1016/0022-1694(81)90144-X. ECOREF#:2965"
544401,1-(Butylsulfanyl)butane,,Measured,Not reported,,97.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,3.58,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID6022058,,,Acute,,--,,,,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
552410,1-(2-Hydroxy-4-methoxyphenyl)ethanone,,Measured,Not reported,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,87.8,,80.0,,96.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1022059,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858"
552410,1-(2-Hydroxy-4-methoxyphenyl)ethanone,,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,31.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,54.9,,53.5,,56.3,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID1022059,,,,,--,, Affected fish darkened and lost equilibrium prior to death.  NA  ,   Affected fish darkened and lost equilibrium prior to death.  NA  ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
552896,2-Nitrobenzaldehyde,,Unmeasured,Not reported,,98.0,,,Pimephales promelas,Fathead Minnow,,,29.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,16.6,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0022060,,,,,--,,,SOURCE/CULTURED AT THE UW-S TEST FACILITY //MEDIA/LAKE SUPERIOR WATER//   ,"Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",3771,Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships,"First Q.Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:52 p.",1981,"Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav (1981). Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships. First Q.Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI, 52 p. ECOREF#:3771"
552896,2-Nitrobenzaldehyde,,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,12.5,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0022060,,,,,--,," O EFCT CONT/1-TRIDECANOL, 7-TRIDECANONE, 1-AMINO-2-PROPANOL, ALGAL FLUORESCENCE// ","   O EFCT CONT/1-TRIDECANOL, 7-TRIDECANONE, 1-AMINO-2-PROPANOL, ALGAL FLUORESCENCE// ","Call,D.J., L.T. Brooke, and N. Ahmad",5940,"Estimates of ""No Effect"" Concentrations of Selected Pesticides in Freshwater Organisms","Third Quarterly Prog.Rep.to EPA, EPA Coop.Agreement No.CR 806864030, Univ.of Wisconsin, Superior, WI:37 p.",1980,"Call,D.J., L.T. Brooke, and N. Ahmad (1980). Estimates of ""No Effect"" Concentrations of Selected Pesticides in Freshwater Organisms. Third Quarterly Prog.Rep.to EPA, EPA Coop.Agreement No.CR 806864030, Univ.of Wisconsin, Superior, WI, 37 p. ECOREF#:5940"
555168,4-Nitrobenzaldehyde,,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,34.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,10.1,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022061,,,,,--,,,,"Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
556887,N-Nitroguanidine,,Measured,Not reported,,99.998,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,16.0,,17.0,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,>,3320.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4024222,,,Acute,,--,,,SOURCE/GOVERNMENT AGENCY//   ,"Burton,D.T., S.D. Turley, and G.T. Peters",17395,"Toxicity of Nitroguanidine, Nitroglycerin, Hexahydro-1,3,5-Trinitro-1,3,5-Triazine (RDX), and 2,4,6-Trinitrotoluene (TNT) to Selected Freshwater Aquatic Organisms","Final Rep. April, 1993, WREC-93-B3, U.S. Army Med. Res. and Dev. Command, Ft. Detrick, Frederick, MD:262 p.",1993,"Burton,D.T., S.D. Turley, and G.T. Peters (1993). Toxicity of Nitroguanidine, Nitroglycerin, Hexahydro-1,3,5-Trinitro-1,3,5-Triazine (RDX), and 2,4,6-Trinitrotoluene (TNT) to Selected Freshwater Aquatic Organisms. Final Rep. April, 1993, WREC-93-B3, U.S. Army Med. Res. and Dev. Command, Ft. Detrick, Frederick, MD, 262 p. ECOREF#:17395"
557346,"Acetic acid, Zinc salt",,Unmeasured,Other Method,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,6,Total,,0.88,,0.48,,1.14,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID8038770,,,,,--,,,"SOURCE/REARED IN PONDS AT THE STATE FISH HATCHERY AT NEWTON, OHIO//TMETH/AMERICAN PUBLIC HEALTH ASSOCIATION (1960)//MEDIA/SOFT DILUENT WATER //   ","Pickering,Q.H., and C. Henderson",2033,The Acute Toxicity of Some Heavy Metals to Different Species of Warm Water Fishes,Proc. Ind. Waste Conf.10:453-463,1966,"Pickering,Q.H., and C. Henderson (1966). The Acute Toxicity of Some Heavy Metals to Different Species of Warm Water Fishes. Proc. Ind. Waste Conf., 10, 453-463. ECOREF#:2033"
563122,"Phosphorodithioic acid, S,S'-Methylene O,O,O',O'-tetraethyl ester",,Not reported,Not coded,,100.0,,,Pimephales promelas,Fathead Minnow,Fingerling,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.72,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID2024086,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797"
563122,"Phosphorodithioic acid, S,S'-Methylene O,O,O',O'-tetraethyl ester","Technical grade, technical product, technical formulation",Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,2.4,,1.2,,7.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2024086,,,,,--,,,,"Pickering,Q.H., and C. Henderson",8096,The Acute Toxicity of Some Pesticides to Fish,Ohio J. Sci.66(5): 508-513,1966,"Pickering,Q.H., and C. Henderson (1966). The Acute Toxicity of Some Pesticides to Fish. Ohio J. Sci., 66, (5), 508-513. ECOREF#:8096"
563122,"Phosphorodithioic acid, S,S'-Methylene O,O,O',O'-tetraethyl ester",,Not coded,United States Environmental Protection Agency,,100.0,,,Pimephales promelas,Fathead Minnow,Fingerling,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.72,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2024086,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344"
563804,3-Methyl-2-butanone,,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,864.0,,813.0,,918.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0022062,,,,,--,, Compound was found in the control tanks after the first day of the test - possibly due to its volatility.  Affected fish stopped NAhooling and lost equilibrium prior to death. ,   Compound was found in the control tanks after the first day of the test - possibly due to its volatility.  Affected fish stopped NAhooling and lost equilibrium prior to death. ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
569642,"N-[4-[[4-(Dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methylmethanaminium chloride (1:1)",,Unmeasured,Not coded,,15.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,0.12,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID1025512,,,,,--,, CONTR/<= 10 % MORT// USED STANDARD METHODS// AERATED FOR 5 MINUTES AT 48 H// TREATED WITH TETRACYCLINE TWICE// ,   CONTR/<= 10 % MORT// USED STANDARD METHODS// AERATED FOR 5 MINUTES AT 48 H// TREATED WITH TETRACYCLINE TWICE// ,"Little,L.W., and J.C. Lamb III",6969,"Acute Toxicity of 46 Selected Dyes to the Fathead Minnow, Pimephales promelas","Dyes and the Environment - Reports on Selected Dyes and Their Effects, American Dye Manufacturers Institute:123 p.",1973,"Little,L.W., and J.C. Lamb III (1973). Acute Toxicity of 46 Selected Dyes to the Fathead Minnow, Pimephales promelas. Dyes and the Environment - Reports on Selected Dyes and Their Effects, American Dye Manufacturers Institute, 123 p. ECOREF#:6969"
569642,"N-[4-[[4-(Dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methylmethanaminium chloride (1:1)",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,0.12,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1025512,,,,,--,," AERATION 5 MINUTES AFTER 48 H OF TESTING// CONTR/<= 10 % MORT, FOLLOWED STANDARD METHODS// ","   AERATION 5 MINUTES AFTER 48 H OF TESTING// CONTR/<= 10 % MORT, FOLLOWED STANDARD METHODS// ","Little,L.W., J.C. Lamb III, M.A. Chillingworth, and W.B. Durkin",5789,Acute Toxicity of Selected Commercial Dyes to the Fathead Minnow and Evaluation of Biological Treatment for Reduction of Toxicity,"In: Proceedings of the 29th Industrial Waste Conference, Lafayette, IN:524-534",1974,"Little,L.W., J.C. Lamb III, M.A. Chillingworth, and W.B. Durkin (1974). Acute Toxicity of Selected Commercial Dyes to the Fathead Minnow and Evaluation of Biological Treatment for Reduction of Toxicity. In: Proceedings of the 29th Industrial Waste Conference, Lafayette, IN, 524-534. ECOREF#:5789"
570241,2-Methyl-6-nitrobenzenamine,,Unmeasured,Not coded,,,95.0,99.0,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,24.3,,16.1,,32.2,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7025631,,,,,--,, UNFED// ,   UNFED// ,"Bailey,H.C., and R.J. Spanggord",10141,The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals,ASTM Spec. Tech. Publ.:98-107,1983,"Bailey,H.C., and R.J. Spanggord (1983). The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals. ASTM Spec. Tech. Publ., 98-107. ECOREF#:10141"
573568,"2,6-Dinitrophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,39.7,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022063,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031"
573568,"2,6-Dinitrophenol",,Measured,Not coded,,80.0,,,Pimephales promelas,Fathead Minnow,,,29.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,39.7,,35.5,,44.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022063,,,,,--,," Affected fish lost schooling behavior, were hyperactive and overreactive to external stimuli and lost equilibrium prior to death.  NaOH was added to the stock solution to increase the solubility rate of the chemical.  The pH of the stock ","   Affected fish lost schooling behavior, were hyperactive and overreactive to external stimuli and lost equilibrium prior to death.  NaOH was added to the stock solution to increase the solubility rate of the chemical.  The pH of the stock ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
