CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation,log_LC50
33820530,"4-(1-Methylethyl)-2,6-dinitro-N,N-dipropylbenzenamine",,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Static,Fresh water,Lab,,Active ingredient,,0.31,,0.028,,0.36,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8024157,,,,,--,,,,"Brooke,L.T.",17138,"Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:110 p.",1991,"Brooke,L.T. (1991). Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 110 p. ECOREF#:17138",-0.5086383061657274
33820530,"4-(1-Methylethyl)-2,6-dinitro-N,N-dipropylbenzenamine",,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.27,,0.22,,0.33,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8024157,,,,,--,,,,"Brooke,L.T.",17138,"Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:110 p.",1991,"Brooke,L.T. (1991). Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 110 p. ECOREF#:17138",-0.5686362358410126
33820530,"4-(1-Methylethyl)-2,6-dinitro-N,N-dipropylbenzenamine",,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Static,Fresh water,Lab,,Active ingredient,,0.67,,0.56,,0.79,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8024157,,,,,--,, ANALYSIS/0 H CONC// ,   ANALYSIS/0 H CONC// ,"Brooke,L.T.",17138,"Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:110 p.",1991,"Brooke,L.T. (1991). Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 110 p. ECOREF#:17138",-0.17392519729917355
33820530,"4-(1-Methylethyl)-2,6-dinitro-N,N-dipropylbenzenamine",,Unmeasured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Static,Fresh water,Lab,,Active ingredient,,0.61,,0.51,,0.73,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8024157,,,,,--,,,,"Brooke,L.T.",17138,"Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:110 p.",1991,"Brooke,L.T. (1991). Results of Freshwater Exposures with the Chemicals Atrazine, Biphenyl, Butachlor, Carbaryl, Carbazole, Dibenzofuran, 3,3'-Dichlorobenzidine, Dichlorvos, 1,2-Epoxyethylbenzene (Styrene Oxide), Isophorone, Isopropalin, Ox. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 110 p. ECOREF#:17138",-0.21467016498923297
33878501,"N-Benzoyl-N-(3,4-dichlorophenyl)-L-alanine, Ethyl ester",,Not reported,Not coded,,25.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.76,,0.525,,1.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Emulsifiable concentrate,DTXSID4044167,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-0.11918640771920865
33878501,"N-Benzoyl-N-(3,4-dichlorophenyl)-L-alanine, Ethyl ester",,Not reported,Not coded,,100.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.86,,0.66,,1.12,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID4044167,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-0.06550154875643228
33878501,"N-Benzoyl-N-(3,4-dichlorophenyl)-L-alanine, Ethyl ester",,Not reported,Not coded,,19.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.46,,0.33,,0.64,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Emulsifiable concentrate,DTXSID4044167,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-0.3372421683184259
34014181,"N-[5-(1,1-Dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethylurea",,Not coded,United States Environmental Protection Agency,,80.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Formulation,>,180.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3024316,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",2.255272505103306
34014181,"N-[5-(1,1-Dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethylurea",,Not coded,United States Environmental Protection Agency,,98.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Active ingredient,>,180.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3024316,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",2.255272505103306
34014181,"N-[5-(1,1-Dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethylurea",,Not coded,United States Environmental Protection Agency,,20.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Formulation,>,180.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3024316,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",2.255272505103306
34128013,"(Carboxymethoxy)butanedioic acid, Trisodium salt",,Measured,Not coded,,63.9,,,Pimephales promelas,Fathead Minnow,Fry,,3.0,,,,,Week(s),Static,Fresh water,Lab,,Active ingredient,,1500.0,,1100.0,,2100.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID60889717,,,,,--,,,,"Newsome,C.S.",17931,Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants,"In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium:284-295",1982,"Newsome,C.S. (1982). Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants. In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium, 284-295. ECOREF#:17931",3.1760912590556813
34128013,"(Carboxymethoxy)butanedioic acid, Trisodium salt",,Measured,Not coded,,63.9,,,Pimephales promelas,Fathead Minnow,Juvenile,,12.0,,,,,Week(s),Static,Fresh water,Lab,,Active ingredient,,2200.0,,2000.0,,2400.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID60889717,,,,,--,,,,"Newsome,C.S.",17931,Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants,"In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium:284-295",1982,"Newsome,C.S. (1982). Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants. In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium, 284-295. ECOREF#:17931",3.342422680822206
34128013,"(Carboxymethoxy)butanedioic acid, Trisodium salt",,Measured,Not coded,,63.9,,,Pimephales promelas,Fathead Minnow,Adult,,20.0,,,,,Week(s),Static,Fresh water,Lab,,Active ingredient,,3000.0,,2200.0,,6700.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID60889717,,,,,--,,,,"Newsome,C.S.",17931,Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants,"In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium:284-295",1982,"Newsome,C.S. (1982). Susceptibility of Various Fish Species at Different Stages of Development to Aquatic Pollutants. In: Environment and Quality of Life, Principles for the Interpretation of the Results of Testing Procedures in Ecotoxicology, EUR 7549, 342, Comm.Eur.Commun., Luxembourge, Belgium, 284-295. ECOREF#:17931",3.4771212547196626
34274049,"N-(3-Methoxypropyl)-3,4,5-trimethoxybenzylamine",,Measured,Not reported,>,98.0,,,Pimephales promelas,Fathead Minnow,,,,,29.0,,30.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,136.0,,126.0,,148.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID9022285,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858",2.1335389083702174
34364426,"(1-Methyl-1-phenylethyl)phenyl diphenys ester, Phosphoric acid",,Unmeasured,Other Method,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,>,1000.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID60955906,,,Acute,,--,,,"TMETH/COMMITTEE ON METHODS FOR ACUTE TOXICITY TESTS WITH AQUATIC ORGANISMS, 1975//MEDIA/NR//   ","Mayer,F.L., W.J. Adams, M.T. Finley, P.R. Michael, P.M. Mehrle, and V.W. Saeger",2957,Phosphate Ester Hydraulic Fluids: An Aquatic Environmental Assessment of Pydrauls 50E and 115E,ASTM Spec. Tech. Publ.:103-123,1981,"Mayer,F.L., W.J. Adams, M.T. Finley, P.R. Michael, P.M. Mehrle, and V.W. Saeger (1981). Phosphate Ester Hydraulic Fluids: An Aquatic Environmental Assessment of Pydrauls 50E and 115E. ASTM Spec. Tech. Publ., 103-123. ECOREF#:2957",3.0
34364426,"(1-Methyl-1-phenylethyl)phenyl diphenys ester, Phosphoric acid",,Not reported,Not coded,,100.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,>,100.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Liquid,DTXSID60955906,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",2.0
34398011,"alpha-Undecyl-omega-hydroxypoly(oxy-1,2-ethanediyl)",Commercial grade,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Renewal,Fresh water,Lab,,Active ingredient,,3.9,,3.2,,5.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID5049732,,,,,--,,,,"Wong,D.C.L., P.B. Dorn, and E.Y. Chai",18155,Acute Toxicity and Structure-Activity Relationships of Nine Alcohol Ethoxylate Surfactants to Fathead Minnow and Daphnia magna,Environ. Toxicol. Chem.16(9): 1970-1976,1997,"Wong,D.C.L., P.B. Dorn, and E.Y. Chai (1997). Acute Toxicity and Structure-Activity Relationships of Nine Alcohol Ethoxylate Surfactants to Fathead Minnow and Daphnia magna. Environ. Toxicol. Chem., 16, (9), 1970-1976. ECOREF#:18155",0.5910646070264992
34398011,"alpha-Undecyl-omega-hydroxypoly(oxy-1,2-ethanediyl)",Commercial grade,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Renewal,Fresh water,Lab,,Active ingredient,,7.1,,6.3,,8.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID5049732,,,,,--,,,,"Wong,D.C.L., P.B. Dorn, and E.Y. Chai",18155,Acute Toxicity and Structure-Activity Relationships of Nine Alcohol Ethoxylate Surfactants to Fathead Minnow and Daphnia magna,Environ. Toxicol. Chem.16(9): 1970-1976,1997,"Wong,D.C.L., P.B. Dorn, and E.Y. Chai (1997). Acute Toxicity and Structure-Activity Relationships of Nine Alcohol Ethoxylate Surfactants to Fathead Minnow and Daphnia magna. Environ. Toxicol. Chem., 16, (9), 1970-1976. ECOREF#:18155",0.8512583487190752
34723825,2-(Bromomethyl)tetrahydro-2H-pyran,,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,205.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID4022286,,,,,--,," Affected fish lost schooling behavior, swam near the tank surface and were hypoactive.  They were underreactive to externalNAtimuli, had increased respiration, rigid musculature, were darkly colored and showed signs of edema. ","   Affected fish lost schooling behavior, swam near the tank surface and were hypoactive.  They were underreactive to externalNAtimuli, had increased respiration, rigid musculature, were darkly colored and showed signs of edema. ","Geiger,D.L., D.J. Call, and L.T. Brooke",12859,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI4:355 p.",1988,"Geiger,D.L., D.J. Call, and L.T. Brooke (1988). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 4, 355 p. ECOREF#:12859",2.311753861055754
35065271,"2,2',4,4',5,5'-Hexachloro-1,1'-biphenyl",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Larva,,,,,,,,Renewal,Fresh water,Lab,,Formulation,>,0.0013,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2032180,,,,,--,,,,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth",16467,Accumulation of Contaminants by Biota in East Fork Poplar Creek,"In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN4:109-172",1993,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth (1993). Accumulation of Contaminants by Biota in East Fork Poplar Creek. In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN, 4, 109-172. ECOREF#:16467",-2.886056647693163
35367385,"N-[[(4-Chlorophenyl)amino]carbonyl]-2,6-difluorobenzamide",,Not reported,Not coded,,25.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,>,100.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Wettable Powder or Water Dispersible Powder,DTXSID1024049,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",2.0
35367385,"N-[[(4-Chlorophenyl)amino]carbonyl]-2,6-difluorobenzamide",,Unmeasured,Not coded,,25.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,430.0,,360.0,,510.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Wettable Powder or Water Dispersible Powder,DTXSID1024049,,,,,--,,,,"Julin,A.M., and H.O. Sanders",939,"Toxicity of the IGR, Diflubenzuron, to Freshwater Invertebrates and Fishes",Mosq. News38(2): 256-259,1978,"Julin,A.M., and H.O. Sanders (1978). Toxicity of the IGR, Diflubenzuron, to Freshwater Invertebrates and Fishes. Mosq. News, 38, (2), 256-259. ECOREF#:939",2.6334684555795866
35367385,"N-[[(4-Chlorophenyl)amino]carbonyl]-2,6-difluorobenzamide","Technical grade, technical product, technical formulation",Not coded,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,>,500.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1024049,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",2.6989700043360187
35572782,"2-Methyl-3,5-dinitrobenzenamine",,Unmeasured,Not coded,,,95.0,99.0,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,15.1,,14.0,,16.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID6044068,,,,,--,, UNFED// ,   UNFED// ,"Bailey,H.C., and R.J. Spanggord",10141,The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals,ASTM Spec. Tech. Publ.:98-107,1983,"Bailey,H.C., and R.J. Spanggord (1983). The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals. ASTM Spec. Tech. Publ., 98-107. ECOREF#:10141",1.1789769472931695
35572782,"2-Methyl-3,5-dinitrobenzenamine",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Formulation,,14.8,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6044068,,,,,--,, CONTR/ASTM METHODS// ,   CONTR/ASTM METHODS// ,"Pearson,J.G., J.P. Glennon, J.J. Barkley, and J.W. Highfill",5087,An Approach to the Toxicological Evaluation of a Complex Industrial Wastewater,ASTM Spec. Tech. Publ.:284-301,1979,"Pearson,J.G., J.P. Glennon, J.J. Barkley, and J.W. Highfill (1979). An Approach to the Toxicological Evaluation of a Complex Industrial Wastewater. ASTM Spec. Tech. Publ., 284-301. ECOREF#:5087",1.1702617153949575
35693993,"2,2',5,5'-Tetrachloro-1,1'-biphenyl",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Larva,,,,,,,,Renewal,Fresh water,Lab,,Formulation,>,0.03,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3038305,,,,,--,,,,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth",16467,Accumulation of Contaminants by Biota in East Fork Poplar Creek,"In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN4:109-172",1993,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth (1993). Accumulation of Contaminants by Biota in East Fork Poplar Creek. In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN, 4, 109-172. ECOREF#:16467",-1.5228787452803376
35694087,"2,2',3,3',4,4',5,5'-Octachloro-1,1'-biphenyl",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Larva,,,,,,,,Renewal,Fresh water,Lab,,Formulation,>,0.0002,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID5074139,,,,,--,,,,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth",16467,Accumulation of Contaminants by Biota in East Fork Poplar Creek,"In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN4:109-172",1993,"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth (1993). Accumulation of Contaminants by Biota in East Fork Poplar Creek. In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN, 4, 109-172. ECOREF#:16467",-3.6989700043360187
36362091,"2-(Decylthio)ethanamine, Hydrochloride (1:1)","Technical grade, technical product, technical formulation",Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Flow-through,Fresh water,Lab,7,Active ingredient,,0.11,,0.094,,0.12,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID3032545,,,,,--,, CHAR/HYDROCHLORIDE//TIME/OTHER DURATIONS REPORTED//CA/18000 to 21000* ug/L//MG/6700 to 7400* ug/L//NA/3800 to 4200* ug/L//POT/900 to 1500* ug/L//SO4/5000 to 5200* ug/L//DNUM/7//DOSES/53/104/142/227/337/545 ug/l//TESTID/1//,   CHAR/HYDROCHLORIDE//TIME/OTHER DURATIONS REPORTED//CA/18000 to 21000* ug/L//MG/6700 to 7400* ug/L//NA/3800 to 4200* ug/L//POT/900 to 1500* ug/L//SO4/5000 to 5200* ug/L//DNUM/7//DOSES/53/104/142/227/337/545 ug/l//TESTID/1//,Dow Chemical Co.,107093,"Initial Submission:  2-(Decylthio)Ethanamine Hydrochloride:  Embryo-Larval Toxicity Test w Fathead Minnow, Pimephales promelas Rafinesque (Final Report) & Cover Letter Dated 041092",EPA/OTS Doc.#88-920001947:28 p.,1985,"Dow Chemical Co. (1985). Initial Submission:  2-(Decylthio)Ethanamine Hydrochloride:  Embryo-Larval Toxicity Test w Fathead Minnow, Pimephales promelas Rafinesque (Final Report) & Cover Letter Dated 041092. EPA/OTS Doc.#88-920001947, 28 p. ECOREF#:107093",-0.958607314841775
